18-Jan-2024 08:08:34.936 INFO [http-nio-8080-exec-4] org.apache.catalina.core.ApplicationContext.log Manager: init: Associated with Deployer 'Catalina:type=Deployer,host=localhost'
18-Jan-2024 22:15:02.952 INFO [http-nio-8080-exec-499] org.apache.catalina.core.ApplicationContext.log Manager: deploy: Deploying web application '/Gen1-P3CAMS'
18-Jan-2024 22:15:02.952 INFO [http-nio-8080-exec-499] org.apache.catalina.core.ApplicationContext.log Manager: Uploading WAR file to C:\Users\TRJAVA-11\Documents\apache-tomcat-10.1.18\webapps\Gen1-P3CAMS.war.tmp
18-Jan-2024 22:22:12.615 INFO [http-nio-8080-exec-505] org.apache.catalina.core.ApplicationContext.log Manager: deploy: Deploying web application '/Gen1-P3CAMS'
18-Jan-2024 22:22:12.616 INFO [http-nio-8080-exec-505] org.apache.catalina.core.ApplicationContext.log Manager: Uploading WAR file to C:\Users\TRJAVA-11\Documents\apache-tomcat-10.1.18\webapps\Gen1-P3CAMS.war.tmp
18-Jan-2024 22:24:09.773 INFO [http-nio-8080-exec-513] org.apache.catalina.core.ApplicationContext.log Manager: deploy: Deploying web application '/Gen1-P3CAMS'
18-Jan-2024 22:24:09.774 INFO [http-nio-8080-exec-513] org.apache.catalina.core.ApplicationContext.log Manager: Uploading WAR file to C:\Users\TRJAVA-11\Documents\apache-tomcat-10.1.18\webapps\Gen1-P3CAMS.war.tmp
18-Jan-2024 22:24:44.604 INFO [http-nio-8080-exec-509] org.apache.catalina.core.ApplicationContext.log Manager: deploy: Deploying web application '/Gen1-P3CAMS'
18-Jan-2024 22:24:44.604 INFO [http-nio-8080-exec-509] org.apache.catalina.core.ApplicationContext.log Manager: Uploading WAR file to C:\Users\TRJAVA-11\Documents\apache-tomcat-10.1.18\webapps\Gen1-P3CAMS.war.tmp
18-Jan-2024 22:57:58.053 INFO [http-nio-8080-exec-526] org.apache.catalina.core.ApplicationContext.log Manager: deploy: Deploying web application '/Gen1-P3CAMS'
18-Jan-2024 22:57:58.054 INFO [http-nio-8080-exec-526] org.apache.catalina.core.ApplicationContext.log Manager: Uploading WAR file to C:\Users\TRJAVA-11\Documents\apache-tomcat-10.1.18\webapps\Gen1-P3CAMS.war.tmp
18-Jan-2024 22:58:38.611 INFO [http-nio-8080-exec-525] org.apache.catalina.core.ApplicationContext.log Manager: deploy: Deploying web application '/Gen1-P3CAMS'
18-Jan-2024 22:58:38.611 INFO [http-nio-8080-exec-525] org.apache.catalina.core.ApplicationContext.log Manager: Uploading WAR file to C:\Users\TRJAVA-11\Documents\apache-tomcat-10.1.18\webapps\Gen1-P3CAMS.war.tmp
18-Jan-2024 23:00:05.677 INFO [http-nio-8080-exec-537] org.apache.catalina.core.ApplicationContext.log Manager: deploy: Deploying web application '/Gen1-P3CAMS'
18-Jan-2024 23:00:05.677 INFO [http-nio-8080-exec-537] org.apache.catalina.core.ApplicationContext.log Manager: Uploading WAR file to C:\Users\TRJAVA-11\Documents\apache-tomcat-10.1.18\webapps\Gen1-P3CAMS.war.tmp
18-Jan-2024 23:00:46.542 INFO [http-nio-8080-exec-538] org.apache.catalina.core.ApplicationContext.log Manager: deploy: Deploying web application '/Gen1-P3CAMS'
18-Jan-2024 23:00:46.542 INFO [http-nio-8080-exec-538] org.apache.catalina.core.ApplicationContext.log Manager: Uploading WAR file to C:\Users\TRJAVA-11\Documents\apache-tomcat-10.1.18\webapps\Gen1-P3CAMS.war.tmp
